2023-03-23 09:16:40,978 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:16:54,210 DEBUG   SenderThread:1204 [sender.py:send():303] send: stats
2023-03-23 09:16:56,419 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:16:56,419 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:17:11,863 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:17:11,863 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:17:24,211 DEBUG   SenderThread:1204 [sender.py:send():303] send: stats
2023-03-23 09:17:27,308 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:17:27,308 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:17:42,738 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:17:42,739 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:17:54,213 DEBUG   SenderThread:1204 [sender.py:send():303] send: stats
2023-03-23 09:17:58,194 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:17:58,194 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:18:13,636 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:18:13,637 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:18:24,213 DEBUG   SenderThread:1204 [sender.py:send():303] send: stats
2023-03-23 09:18:29,089 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:18:29,089 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:18:44,541 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:18:44,541 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:18:54,214 DEBUG   SenderThread:1204 [sender.py:send():303] send: stats
2023-03-23 09:18:59,997 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:18:59,997 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:19:15,480 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:19:15,481 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:19:24,217 DEBUG   SenderThread:1204 [sender.py:send():303] send: stats
